URL,Question Date,Question,Answer Date,Answer,Doctor,Job,Specialization,Location
https://www.dica33.it/esperto-risponde/domanda-referto-rm-encefalo-319318.asp,2024-10-18,Buongiorno. Mi sono sottoposta a una risonanza magnetica all'encefalo per un dolore accusato in zona orbitale sinistra. Il referto rileva sporadici minuscoli foci gliotici aspecifici nella sostanza bianca frontale e parietale bilaterale. E in più la presenza di una piccola cisti da ritenzione mucosa nel seno mascellare destro. Di cosa si tratta? Sono necessari ulteriori approfondimenti? La cisti va rimossa?,2011-10-21,,,,,
https://www.dica33.it/esperto-risponde/domanda-sovraccarico-di-ferro-319330.asp,2024-10-20,"Buon giorno, a febbraio 2024 ho fatto una angio risonanza al cervello per i frequenti mal di testa, e risultato un moderato deposito ferro magnetico a livello dei globi pallidi. Mi devo preoccupare per una futura malattia neurodegenerativa?Sono dei esami specifici che posso fare per escluderla ?Se ce una minima possibilità, come posso scoprire tempestivamente?Grazie Cordialmente",2011-10-21,,,,,
https://www.dica33.it/esperto-risponde/domanda-neuropatia-assonale-319358.asp,2024-10-23,"Gentili dottori, a seguito di debolezza alle gambe da due mesi, dopo aver eseguito TC lombosacrale (che evidenzia protrusioni e restringimento dei legamenti gialli) ed esami CPK, LDH e Aldolasi (negativi) con Valutazione neurologica negativa, ho eseguito Eng e Emg. Questo il referto: ELETTROMIOGRAFIA: Nervo peroneo superficiale dx: non derivabile il potenziale d'azione sensitivo. Nervo peroneo profondo dx e Snc, tibiale dx e sn: ridotta l'ampiezza del cMAP distale. L'esame ad ago elettrodo coassiale evidenzia lievi segni da sofferenza neurogena secondaria nei potenziali di unità motoria del tibiale anteriore di dx. Conclusioni: la valutazione neurofisiologica evidenzia una polineuropatia sensitivo motoria di grado moderato severo e patogenesi primariamente assonale. Preciso che non soffro di alcuna patologia, non assumo farmaci, ho 64 anni e ho sempre goduto di buona salute anche in menopausa. Chiedo loro: è una situazione grave? I sintomi che avverto sono sensazione di gambe che vengono meno e difficoltà di deambulazione perché devo sforzarmi molto e con grande fatica. A riposo, in acqua non avverto nulla. Si può curare? Grazie della squisita disponibilità.",2011-10-21,,,,,
https://www.dica33.it/esperto-risponde/domanda-insonnia-318801.asp,2024-08-22,"Buonasera, assumo benzodiazepine da più di 45 anni a seguito incidente stradale con trauma cranico e altre lesioni con coma di 40 giorni e sono stato curato, in attesa di risveglio con nootropil che mi causava in sonnia, ragion per cui mi è stato prescrittoEN 15 gg. L' efficacia si è protratta per più di 15 anni, poi sono dovuto ricorrere a Minias 15 gg per una ventina di anni, poi mi si è accentuato un problema riguardante fascicolazioni e mioclono al tricipite sx, per cui sono passato a Rivotril per 9 anni, che mi faceva anche dormire ora non più. Chiedo se è possibile associare Rivotril a Minias al dosaggio di 2mg il primo al momento del coricamento e 15/18 gocce del secondo al momento del risveglio. Ci tengo a precisare che l'unico suggerimento efficace, l'ho avuto attraverso questo sito con ilconsiglio di provare il Clonazepan, pertanto se mi si rimanda al parere del medico curante o di neurologi, non sono in grado di rispondere in modo conforme ed ognuno spara conclusioni totalmente contrarie ad un altro. Confido pertanto in un Vs consulto, mirato a sapere se l'assunzione contemporanea di Rivotril e minias, possa andar bene, senza correre qualsivoglia tipo di rischio o controindicazione. Grazie per quanto vorrete essermi d'aiuto.",2011-10-21,"Gentile utente, la ringrazio per la sua domanda e per aver condiviso con noi la sua complessa situazione clinica. Comprendo che il trauma cranico subito molti anni fa abbia avuto un impatto significativo sulla sua salute e sulla qualità del sonno. Data la complessità del suo quadro clinico e le limitate informazioni fornite, mi è difficile fornire un parere definitivo sulla strategia terapeutica ottimale nel suo caso specifico. Sarebbe importante sapere se assume altri farmaci, in particolare antiepilettici, e se è seguito regolarmente da un medico o un servizio di neurologia di riferimento. In generale, l'uso prolungato di benzodiazepine come unica strategia terapeutica per così tanti anni desta qualche perplessità, considerando l'esistenza di altre opzioni farmacologiche come gli antiepilettici, che potrebbero essere più indicati nel trattamento a lungo termine dei disturbi del sonno e delle sequele neurologiche post-traumatiche. Riguardo alla sua domanda specifica sull'associazione di Rivotril (clonazepam) e Minias (Lormetazepam), è fondamentale che questa scelta sia valutata attentamente dal suo medico curante, considerando il rischio di interazioni farmacologiche e di effetti collaterali, in particolare un'eccessiva sedazione e un peggioramento delle funzioni cognitive. Il mio consiglio è di discutere approfonditamente la sua situazione con il medico o il neurologo di riferimento, o comunque un cnsulente ma NON online, esponendo le sue preoccupazioni e le difficoltà legate all'insonnia. Insieme, potrete valutare la strategia terapeutica più adatta, considerando anche opzioni alternative alle benzodiazepine, come gli antiepilettici o altre classi di farmaci ad azione ipnotica. Comprendo la sua frustrazione riguardo ai pareri contrastanti ricevuti in passato, ma è essenziale che le decisioni terapeutiche siano prese in un contesto di continuità assistenziale, basandosi su una valutazione clinica completa e un monitoraggio regolare. Spero che queste informazioni possano esserle utili come spunto di riflessione e di discussione con il suo medico. Non esiti a fare ulteriori domande o a condividere maggiori dettagli sulla sua situazione. Cordiali saluti Federico Baranzini Psichiatra e Psicoterapeuta a Milano",FEDERICO BARANZINI,,,
https://www.dica33.it/esperto-risponde/domanda-depressione-318810.asp,2024-08-23,"Buongiorno Dottori attualmente sono in cura presso csm, assumo abitualmente 20 gocce di brintellix la mattina, 25/30 di benzodiazepine, trittico la sera. Per la sera la psichiatra ha aumentato la dose a 2 compresse da 75, per eliminare le benzodiazepine la mattina mi ha prescritto trittico gocce. 10/12 per comune. La mia domanda è questa posso sostituire subito o le benzodiazepine vanno scalate? Vorrei avere più di un parere cordiali saluti",2011-10-21,"Buongiorno, come medico psichiatra, comprendo la sua volontà di voler ridurre e, eventualmente, sospendere l'uso delle benzodiazepine. È un obiettivo importante per il suo benessere a lungo termine. Riguardo alla sua domanda specifica, è fondamentale che la sospensione delle benzodiazepine avvenga gradualmente, sotto stretto controllo medico. Una interruzione brusca può causare sintomi di astinenza potenzialmente gravi, come ansia, insonnia, tremori e, nei casi più severi, convulsioni. Il processo di riduzione graduale, noto come ""tapering"", prevede una diminuzione lenta e progressiva del dosaggio nel corso di diverse settimane o mesi, a seconda della dose e della durata d'uso. Il suo psichiatra ha suggerito di sostituire le benzodiazepine con il trazodone (Trittico), un antidepressivo con proprietà sedative. Questa strategia può essere utile per gestire i sintomi di astinenza e l'insonnia durante il processo di sospensione. Tuttavia, è essenziale che lei segua attentamente le istruzioni del suo psichiatra e non apportare modifiche autonome al piano terapeutico. Ogni persona risponde in modo diverso e potrebbe essere necessario adattare la strategia in base alla sua reazione. La sospensione delle benzodiazepine richiede una riduzione graduale sotto supervisione medica. La collaborazione stretta con il suo psichiatra è fondamentale per gestire al meglio questo processo e individuare la strategia più adatta al suo caso specifico. Non esiti a discutere ulteriormente con il suo medico di riferimento per qualsiasi dubbio o preoccupazione. Cordialmente, Federico Baranzini Psichiatra e Psicoterapeuta a Milano https://www. Federicobaranzini. It/",FEDERICO BARANZINI,,,
https://www.dica33.it/esperto-risponde/domanda-amilasemia-e-depressione-319025.asp,2024-09-18,"Buongiorno sono un uomo di 41 anni da anni ho il morbo di Gilbert, però ho anche una sindrome depressiva che nonostante gli psicofarmaci non passa. É possibile che ci sia un nesso tra le due cose? Cosa si può fare per rimediare? Grazie.",2011-10-21,"Buongiorno, come psichiatra, comprendo la sua preoccupazione riguardo alla possibile correlazione tra la sindrome di Gilbert e la depressione. Sebbene la sindrome di Gilbert, una condizione generalmente benigna che riguarda il metabolismo della bilirubina, non sia tipicamente associata a disturbi dell'umore, alcuni studi hanno suggerito una possibile, seppur debole, correlazione con un aumentato rischio di ansia e depressione. La sindrome di Gilbert è caratterizzata da una lieve iperbilirubinemia cronica (non coniugata) dovuta a una ridotta attività dell'enzima uridina difosfato-glucuronosiltransferasi 1A1 (UGT1A1). Questa condizione è generalmente considerata benigna e spesso asintomatica, ma alcuni pazienti riferiscono sintomi aspecifici come affaticamento, malessere addominale e disturbi dell'umore. Uno studio suggerisce che i polimorfismi genetici in UGT1A1 e UGT1A6 possono portare a un'alterazione del metabolismo della serotonina, con conseguente potenziale iperserotoninemia. Questo potrebbe teoricamente e SOTTOLINEO teoricamente, contribuire ai sintomi psichiatrici, compresi quelli delle sindromi depressive. Tuttavia, questa ipotesi si basa su prove MOLTO limitate e richiede ulteriori indagini. Un altro studio ha rilevato che i pazienti con Gilbert presentavano differenze significative nella qualità della vita correlata alla salute, in particolare nei domini relativi alla vitalità, ai ruoli emotivi e al funzionamento sociale, che potrebbero essere indicativi di disturbi dell'umore. Ciò suggerisce che, sebbene il gilbert di per sé possa NON causare direttamente la sindrome depressiva, i sintomi associati e i ""danni"" alla qualità della vita potrebbero contribuire o esacerbare i sintomi depressivi. È importante sottolineare quindi che la compresenza delle due condizioni non implica necessariamente un rapporto di causa-effetto. La sua depressione ha probabilmente origini indipendenti dalla sindrome di Gilbert. La invito a discuterne con il suo psichiatra diriferimento. Un cordiale saluto Federico Baranzini www. Psichiatra-a-milano. It",FEDERICO BARANZINI,,,
https://www.dica33.it/esperto-risponde/domanda-strani-sintomi-dopo-pregabalin-318921.asp,2024-09-07,"Buongiorno, mi sono appena iscritta al gruppo! A causa di un formicolio alla coscia destra ho assunto pregabalin 25 mg per venti giorni, ricavandone giovamento. Decidendo poi di interromperlo (con l'intenzione di assumerlo un giorno si uno no per una settimana) mi sono accorta tuttavia di non riuscire a percepire più bene i sapori, sintomo che perdura anche oggi a 6 giorni di distanza dell'apparizione del sintomo. L'ultima pastiglia di pregabalin l'ho assunta mercoledì sera, ma da allora mi ritrovo in uno stato di derealizzazione e depersonalizzazione (cosa che avevo purtroppo già sperimentato in passato) e mi sento come ovattata, tanto che fatico a percepire nella loro pienezza il dolore muscolare e quello del ciclo. Possono questi sintomi essere legati all'assunzione o alla cessione dell'assunzione del pregabalin o a depersonalizzazione e derealizzazione in sè? Sono un soggetto estremamente ansioso ed ipocondriaco, e già penso a brutte malattie. La ringrazio molto!",2011-10-21,"Gentile Utente, la ringrazio per aver condiviso la sua esperienza. Comprendo la sua preoccupazione riguardo ai sintomi che sta sperimentando. Cerchiamo di analizzare la situazione passo dopo passo. Innanzitutto, il pregabalin è un farmaco utilizzato per varie condizioni, tra cui il trattamento del dolore neuropatico. La dose che Lei ha assunto (25 mg) è considerata bassa, ma anche a bassi dosaggi possono verificarsi effetti collaterali o sintomi da sospensione. I sintomi che descrive - alterazione del gusto, sensazione di ovattamento, ridotta percezione del dolore, e soprattutto alterazione del senso di sè - possono effettivamente essere correlati sia all'uso del farmaco che alla sua interruzione. Tuttavia, è importante notare che questi sintomi possono anche essere manifestazioni di ansia e stress, specialmente in un soggetto che, come Lei afferma, è ""estremamente ansioso ed ipocondriaco"". La derealizzazione e la depersonalizzazione sono spesso associate a stati d'ansia intensi e possono essere esacerbate dall'attenzione e dalla preoccupazione che si rivolge loro. Il fatto che Lei abbia già sperimentato questi sintomi in passato suggerisce una predisposizione in tal senso. Per quanto riguarda la Sua preoccupazione su possibili ""brutte malattie"", vorrei rassicurarLa che i sintomi descritti non sono tipicamente indicativi di condizioni gravi. Tuttavia, comprendo come possano essere disturbanti e causare ansia. Le consiglio di: -Consultare il medico che Le ha prescritto il pregabalin per discutere di questi effetti e valutare insieme la strategia migliore per la sospensione del farmaco, se necessaria. -Considerare un supporto psicologico per gestire l'ansia e l'ipocondria, che sembrano giocare un ruolo significativo nel Suo disagio attuale. Ricordi che l'ansia può amplificare la percezione dei sintomi fisici. Cerchi di non focalizzarsi eccessivamente su di essi, ma piuttosto di accettarli come temporanei, rimanendo fiduciosa che miglioreranno con il tempo e con le giuste cure. Se i sintomi dovessero persistere o peggiorare, non esiti a consultare nuovamente il suo medico per un'ulteriore valutazione. Con i migliori auguri. Cordiali saluti Federico Baranzini Psichiatra e Psicoterapeuta a Milano",FEDERICO BARANZINI,,,
https://www.dica33.it/esperto-risponde/domanda-gambe-deboli-e-non-poter-correre-e-saltare-318993.asp,2024-09-15,"Gent. Dott. Ho 64 anni. Ho sempre goduto di buona salute anche in menopausa. Circa due mesi fa mi sono accorta di non riuscire a correre e dopo pochi giorni è iniziata uns spossatezza alle gambe che ora si traduce in una sensazione che vengano meno con grande fatica a camminare. Ho eseguito una tac lombosacrale che evidenzia lordosi lombosacrale, protrusioni e alterazioni ipertrofiche degli elementi posteriori e ispessimento dei legamenti gialli che determinano riduzione del diametro antero posteriore del canale rachidro e dei recessi laterali. La Moc ha evidenziato Osteoporosi co T score -3. 2. Gli esami ematici reumatologici sono negativi. Ho programmato una visita neurologica in attesa della quale chiedo a Lei se può esserci una relazione tra gli esti di Tac e Moc e questi sintomi oppure si tratti di qualcosa di molto grave. La ringrazio di cuore.",2011-10-21,"Gentile signora, con tutti i limiti di un consulto a distanza, gli esiti degli esami che lei riporta non parrebbero correlare in maniera significativa con i sintomi che lei riferisce. Si tratta comunque di una situazione che richiede innanzi tutto una visita di persona presso un medico di sua fiducia per una più approfondita valutazione della situazione e l'eventuale consiglio degli esami che verranno ritenuti più utili per meglio chiarire il problema. Cordiali saluti dott. Piergiorgio Biondani.",PIERGIORGIO BIONDANI,,,
https://www.dica33.it/esperto-risponde/domanda-risveglio-confusionale-318841.asp,2024-08-28,"Buongiorno Mia madre 92 anni condizioni generali discrete e' da qualche settimana che quando fa il riposo pomeridiano di 2, 3 ore, al risveglio confonde il giorno dalla sera. . Domanda della colazione, e altre domande che riguardano la mattina. . . . . La cosa pyi anche durare fino a sera per poi riprendersi. . . . . Durante il giorno di tutto questo. . . . Sveglia, cosciente. . . . Ha solo lievi disturbi di memoria data l eta'. . . Anche i medici che l hanno in carico per visite di controllo geriatriche hanno scritto che generalmente va tutto bene. . . . . ( Ultimi controlli due anni fa). . . . . . . Cosa può essere successo? PS. . Quando capita che il riposo pomeridiano non lo fa, procede tutto bene. . . . . C e' qualche terapia da fare?e' qualcosa di grave?. . . Grazie",2011-10-21,,,,,
https://www.dica33.it/esperto-risponde/domanda-difficolta-relazionale-318368.asp,2024-07-12,"Sono una donna di 41 anni con un figlio di 9 anni e un marito. Lavoro al pubblico e mi è capitato di instaurare un rapporto molto stretto con una persona, con lui ho avuto da subito una grande intesa mentale. Non so come sia possibile, senza avere avuto un'intimita' con lui, ma ho iniziato a provare dei sentimenti ed è per questo che l'ho allontanato dalla mia vita, per non mettere a rischio la mia famiglia, soprattutto il benessere psicologico di mio figlio. Sono sicura di aver fatto la scelta giusta solo che io non riesco ad andare avanti penso continuamente a lui e piango spesso. Potrebbe aiutarmi intraprendere un percorso psicologico o è solo questione di tempo. . . grazie. . .",2011-10-21,"Gentile signora, le sue difficoltà sono ben comprensibili. Spesso è difficile gestire i sentimenti con la razionalità. Le sensazioni di euforia e vitalità che li accompagnano ci strappano dalla routine quotidiana. Purtroppo nella sua richiesta mancano molte informazioni circa la sua attuale situazione di coppia, che potrebbe avere un certo peso sulla problematica che espone. Penso che possa esserle molto utile un supporto psicologico, anche breve, per aiutarla a chiarire meglio dentro di sè i contrasti che ora la attanagliano. Cordiali saluti dott. Piergiorgio Biondani.",PIERGIORGIO BIONDANI,,,
